filename,contract_type,contract_type_confidence,contract_type_explanation,contract_date,contract_date_confidence,contract_date_explanation,amendment_date,amendment_date_confidence,amendment_date_explanation,version_type,version_type_confidence,version_type_explanation,status,status_confidence,status_explanation,parties,parties_confidence,parties_explanation
0b6bc60d83645d25af0d17040887e126.txt,ISDA,95,"Document is an ISDA Schedule to the 2002 Master Agreement, indicating ISDA Master Agreement type.",2020-04-07,99,"The contract date is explicitly stated as April 7, 2020 in the document title.",,100,"No amendment date is indicated; document is a schedule to the master agreement, not an amendment.",INITIAL,90,"Document is a Schedule to the 2002 Master Agreement, indicating initial contract version rather than amendment or restated.",EXECUTED,85,Document is marked as 'Execution Copy' indicating executed status.,"CITIBANK, N.A. | Party A; ADVANCED ENERGY INDUSTRIES, INC. | Party B",98,"Parties are clearly identified as CITIBANK, N.A. (Party A) and ADVANCED ENERGY INDUSTRIES, INC. (Party B)."
0c9e47dc758752f6995bf2dc196297e1.txt,SWAP,95,The document is titled 'CBA CURRENCY SWAP' and references a Currency Swap Agreement in the header.,2003-03-13,90,The Master Agreement is dated as of 13 March 2003 as stated in the schedule.,,100,No amendment date is mentioned; this appears to be the initial agreement or schedule.,INITIAL,90,"The document is a schedule to the Master Agreement dated 13 March 2003, indicating an initial contract or schedule rather than an amendment.",EXECUTED,80,"The document is presented as a finalized schedule to the Master Agreement, suggesting it is executed rather than draft.",SECURITISATION ADVISORY SERVICES PTY. LIMITED | Manager; COMMONWEALTH BANK OF AUSTRALIA | Party A; PERPETUAL TRUSTEE COMPANY LIMITED | Party B,95,Parties are clearly identified with roles in the introductory section and schedule.
1159d683a6005af8aba360d1c04cf5dc.txt,ISDA,100,"The document is an amendment to an ISDA Master Agreement, explicitly stated in the title and text.",2009-09-22,95,"The original ISDA Master Agreement date is September 22, 2009, stated as the main contract date.",2009-09-28,100,"The First Amendment is dated September 28, 2009, as stated in the document title and text.",AMENDMENT,100,The document is titled 'First Amendment' and described as an amendment to the ISDA Master Agreement.,EXECUTED,90,"The document is dated and refers to mutual covenants and binding obligations, indicating an executed amendment.",SEMPRA ENERGY TRADING LLC | Party A; MXENERGY ELECTRIC INC. | Party B; THE SPECIFIED ENTITIES PARTY THERETO,90,"Parties are explicitly named as Sempra Energy Trading LLC (Party A), MXEnergy Electric Inc. (Party B), and specified entities party thereto."
11dab7c47eb55453b74c1653f1b62ce3.txt,ISDA,95,"The document is a Schedule to the 2002 ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2017-07-12,99,"The contract date is explicitly stated as July 12, 2017 in the document title.",,100,No amendment date is indicated; this is the initial Schedule to the ISDA Master Agreement.,INITIAL,95,"This is the initial Schedule to the ISDA Master Agreement dated July 12, 2017, not an amendment or restatement.",EXECUTED,90,"The document is presented as an executed Schedule to the ISDA Master Agreement, not a draft.","JPMorgan Chase Bank, N.A. | Party A; CMF TT II, LLC | Party B",98,"Parties are clearly identified as JPMorgan Chase Bank, N.A. (Party A) and CMF TT II, LLC (Party B) in the document."
150449ff60495a6ba999893a09fd46fe.txt,ISDA,99,"The document is titled 'ISDA MASTER AGREEMENT' and references the International Swap Dealers Association, indicating it is an ISDA Master Agreement.",2005-02-22,98,"The agreement is dated as of February 22, 2005, which is the main contract date.",,100,No amendment date is mentioned; this is the initial master agreement document.,INITIAL,99,"The document is the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is an execution copy, indicating it is an executed agreement.","WACHOVIA BANK, NATIONAL ASSOCIATION; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-1, a New York common law trust | Party A; WACHOVIA BANK, NATIONAL ASSOCIATION; NOVASTAR MORTGAGE SUPPLEMENTAL INTEREST TRUST, SERIES 2005-1, a New York common law trust | Party B",95,"Parties are explicitly named as Wachovia Bank and Novastar Mortgage Supplemental Interest Trust, with roles Party A and Party B indicated."
16800388b951529f9e35659108c2f7f1.txt,ISDA,95,"The document is titled 'ISDA MASTER AGREEMENT' and references the ISDA Master Agreement and Schedule, indicating it is an ISDA Master Agreement.",2004-06-30,98,"The contract date is explicitly stated as 'dated as of June 30, 2004' in the document.",,100,"No amendment date is mentioned; the document appears to be the initial master agreement, not an amendment.",INITIAL,90,"The document is the original ISDA Master Agreement dated June 30, 2004, indicating it is the initial contract.",EXECUTED,85,"The document is presented as a finalized agreement with dated signatures, indicating an executed status rather than draft.","Greenwich Capital Derivatives, Inc. | Party A; Deutsche Bank National Trust Company | Party B",95,"The parties are identified as 'Greenwich Capital Derivatives, Inc. (Party A)' and 'Deutsche Bank National Trust Company (Party B)' in the text."
1904d5968c2c5061b094ff389e501651.txt,ISDA,99,"Document is titled '2002 MASTER AGREEMENT' by ISDA, indicating an ISDA Master Agreement.",2012-05-25,99,"The agreement is dated as of May 25, 2012, stated at the beginning of the document.",,100,No amendment date is mentioned; this appears to be the initial master agreement.,INITIAL,99,"Document is the original 2002 Master Agreement dated May 25, 2012, indicating initial contract.",EXECUTED,90,"Document is dated and presented as an executed agreement, not draft.","Rabobank, N.A.; QAD Ortega Hill, LLC, a Delaware limited liability company",95,Parties named at the beginning as entering into the agreement; roles not explicitly stated.
19e71952e7355a1b9430b779bef312e2.txt,ISDA,99,"Document is an amendment to an ISDA Master Agreement, explicitly stated in the title and text.",2009-06-01,99,"Amendment dated as of June 1, 2009, stated multiple times including signature dates.",2009-06-01,99,"This document is an amendment dated June 1, 2009, modifying the original ISDA Master Agreement.",AMENDMENT,99,"Document is an amendment to the original ISDA Master Agreement, not initial or restated.",EXECUTED,95,Document is signed and dated by authorized representatives of both parties.,"GMAC Investment Management LLC | Party A; Residential Funding Company, LLC | Party B",98,"Parties named explicitly as GMAC Investment Management LLC and Residential Funding Company, LLC with roles Party A and Party B."
1a42853f17ac53b1bed201cd4f514e26.txt,ISDA,95,"The document references an ISDA Master Agreement and an ISDA Credit Support Annex, indicating the contract type is ISDA.",2013-07-22,90,"The Amending Agreement is dated as of July 22, 2013, which is the main date associated with this amendment document.",2013-07-22,90,"Since this document is an amendment, the amendment date is the same as the agreement date, July 22, 2013.",AMENDMENT,95,"The document is titled 'Amending Agreement' and describes amendments to existing agreements, indicating it is an amendment.",EXECUTED,90,"The document is presented as a finalized agreement with signatures implied, indicating executed status rather than draft.","THE BANK OF NOVA SCOTIA | Party A / Scotia; HALIFAX FUNDING LLC | Party B / Halifax; CORPORATE CAPITAL TRUST, INC. | CCT; THE BANK OF NOVA SCOTIA TRUST COMPANY OF NEW YORK | BNSTrust",95,The parties are explicitly named in the opening paragraph with their roles or identifiers.
1ac97046876756bb8bcc28581198bdeb.txt,ISDA,95,"Document is a Schedule to the ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2006-02-13,99,"The Schedule is dated as of February 13, 2006, which is the main contract date referenced.",,100,"No amendment date is specified; document is a Schedule to the Master Agreement, not an amendment.",INITIAL,90,"Document is a Schedule to the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,85,The document is dated and formatted as an executed Schedule; no indication it is a draft.,"HSBC Bank USA, N.A. | Party A; Volkswagen Auto Loan Enhanced Trust 2007-1 | Party B",98,"Parties are explicitly named as HSBC Bank USA, N.A. (Party A) and Volkswagen Auto Loan Enhanced Trust 2007-1 (Party B)."
1acc4999ab0950bd92e59bfa201013c7.txt,ISDA,95,Document is titled 'ISDA MASTER AGREEMENT' and references schedule and confirmations typical of ISDA agreements.,2008-09-12,99,"The Master Agreement is dated as of September 12, 2008 as stated in the text.",,100,No indication that this document is an amendment; it is the initial Master Agreement.,INITIAL,98,"Document is the initial ISDA Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is presented as a finalized Master Agreement dated and signed by parties, indicating executed status.",Barclays Bank PLC; World Financial Network Credit Card | Party A; Master Note Trust | Party B,95,"Parties named explicitly as Barclays Bank PLC, World Financial Network Credit Card (Party A), and Master Note Trust (Party B). Roles given for Party A and Party B; Barclays Bank PLC role not explicitly stated."
1aecc12bda995eda92e3be9bb37281ae.txt,ISDA,95,"Document is a Schedule to the 2002 ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2008-05-05,99,"The contract date is explicitly stated as 'dated as of 5 May, 2008'.",,100,No amendment date is mentioned; this is the initial Schedule to the ISDA Master Agreement.,INITIAL,95,"This is the initial Schedule to the ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,Document is marked as 'Execution Copy' indicating it is an executed version.,"JPMORGAN CHASE BANK, N.A. | Party A; BARNES GROUP INC. | Party B",99,"Parties are clearly identified as JPMorgan Chase Bank, N.A. (Party A) and Barnes Group Inc. (Party B)."
1bf939a8b886502e87c23b970ab61d1b.txt,TERMINATION,100,Document title and content explicitly identify it as a Termination Acknowledgment.,2013-05-24,100,"Date stated at the beginning of the document as 'Dated: May 24, 2013'.",,100,"Document is a termination acknowledgment, not an amendment.",AMENDMENT,80,"Document is an amendment type as it terminates the existing Master Agreement, classified as an amendment rather than initial or restated.",EXECUTED,90,Document includes signatures of authorized representatives indicating executed status.,"Citibank, N.A. | Party; EP Investments LLC | Counterparty",90,Parties named in the document with roles as Citibank and Counterparty (EP Investments LLC). Roles inferred from text.
1d7c4032c83b5569a8e06ae1044acead.txt,ISDA,99,"Document is titled '2002 MASTER AGREEMENT' by ISDA, indicating an ISDA Master Agreement.",2017-07-12,99,"The agreement is dated as of July 12, 2017, stated at the beginning of the document.",,100,No indication that this document is an amendment; it appears to be the initial master agreement.,INITIAL,95,"Document is the original 2002 Master Agreement dated July 12, 2017, indicating initial contract.",EXECUTED,90,The document is presented as a finalized agreement with dated signatures implied; no draft language present.,"JPMORGAN CHASE BANK, N.A. | Party A; CAMBRIDGE MASTER FUND LP. | Party B",98,"Parties are explicitly named as JPMORGAN CHASE BANK, N.A. (Party A) and CAMBRIDGE MASTER FUND LP. (Party B)."
1d944ee3ddab55fca2012dbe7e8a32a7.txt,OTHER,90,"The document is a schedule listing various contracts and agreements, including ISDA Master Agreements and multiple service and insurance agreements, but the document itself is not a single contract type; thus classified as OTHER.",,0,No specific main contract date or effective date is provided in the text.,,100,The document is not an amendment; no amendment date is applicable.,OTHER,0,"Version type not explicitly stated; document is a schedule listing multiple contracts, not a single contract version.",EXECUTED,80,"The document is a schedule of assumed and assigned executory contracts, implying executed status.","Dynegy Holdings, LLC; AMEREN ILLINOIS COMPANY D/B/A AMEREN ILLINOIS | Counterparty; CITIGROUP ENERGY INC. | Counterparty; HESS CORPORATION | Counterparty; Dynegy Inc.; A2 RECRUITING | Counterparty; ACADIAN GLOBAL EQUITY FUND C/O ACADIAN ASSET MANAGEMENT, INC. | Counterparty; ACE AMERICAN INSURANCE COMPANY | Counterparty; ACE BERMUDA INTERNATIONAL INSURANCE | Counterparty; ACE GLOBAL MARKETS SYNDICATE AGM | Counterparty; AEGIS INSURANCE SERVICES, INC. | Counterparty; AEGIS POWER AND UTILITY CONSORTIUM SYNDICATE | Counterparty; AKIN GUMP STRAUSS HAUER & FELD LLP | Counterparty; ALLIANZ GLOBAL RISKS U.S. INSURANCE COMPANY | Counterparty; ALLIED WORLD ASSURANCE COMPANY | Counterparty; ALLIED WORLD NATIONAL ASSURANCE CO | Counterparty; ALVAREZ & MARSAL TAXAND, LLC | Counterparty; AMERICAN HEALTHWAYS SERVICES, INC. | Counterparty; ARCH INSURANCE COMPANY | Counterparty; ARCH INSURANCE COMPANY (EUROPE) LTD | Counterparty; ARCH REINSURANCE LTD. | Counterparty; ARGENTA SYNDICATE | Counterparty; ARGO INTERNATIONAL SYNDICATE AMA | Counterparty; ARGO RE LTD. | Counterparty; ARGUS MEDIA | Counterparty; ARK SYNDICATE | Counterparty; ASCOT SYNDICATE | Counterparty; ASSOCIATED ELECTRIC & GAS INSURANCE SERVICES | Counterparty; ASSOCIATED ELECTRIC & GAS INSURANCE SERVICES LTD | Counterparty; AXIS INSURANCE COMPANY | Counterparty; BAKER HOSTETLER LLP | Counterparty; BARCLAYS BANK PLC | Counterparty; BEAZLEY INSURANCE COMPANY, INC. | Counterparty; BECK REDDEN & SECREST, L.L.P. | Counterparty; BEL-O SALES AND SERVICE, INC. | Counterparty; BERKLEY INSURANCE COMPANY | Counterparty; BLUE CROSS AND BLUE SHIELD OF ILLINOIS | Counterparty; BOSE MCKINNEY & EVANS LLP | Counterparty; BRIDGEWAY SOFTWARE, INC. | Counterparty; BRIT INSURANCE SYNDICATE | Counterparty; BROADGATE SYNDICATE | Counterparty; BUCK CONSULTANTS, LLC | Counterparty; BUSINESS WIRE | Counterparty; BW GAS LPG HOLDING LTD. | Counterparty; CANNON PACIFIC | Counterparty; CATLIN SYNDICATE | Counterparty; CHARTIS EXCESS LIMITED | Counterparty; CHARTIS PROPERTY & CASUALTY COMPANY | Counterparty; CHUBB CUSTOM INSURANCE COMPANY | Counterparty; CONSTITUTIONAL STATES SERVICES, LLC | Counterparty; CONTINENTAL CASUALTY COMPANY | Counterparty; COPYRIGHT CLEARANCE CENTER | Counterparty; CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH | Counterparty; CREDIT SUISSE SECURITIES (USA) LLC | Counterparty; CROWN RELOCATIONS | Counterparty; CUMMINGS WAGNER CO., INC. | Counterparty; CUSHMAN & WAKEFIELD OF TEXAS, INC. | Counterparty; DALEY MOHAN GROBLE, P.C. | Counterparty; DATASPLICE | Counterparty; DAVID CHANEY, CPA | Counterparty; DELTA DENTAL | Counterparty; DILIGENT BOARD MEMBER SERVICES INC. | Counterparty; DYNEGY ADMINISTRATIVE SERVICES COMPANY | Counterparty; DYNEGY COAL HOLDCO, LLC | Counterparty; DYNEGY COAL INVESTMENTS HOLDINGS, LLC | Counterparty; DYNEGY GAS HOLDCO, LLC | Counterparty; DYNEGY GAS INVESTMENTS HOLDINGS, LLC | Counterparty; DYNEGY GAS INVESTMENTS, LLC | Counterparty; DYNEGY MARKETING AND TRADE, LLC | Counterparty; DYNEGY MIDWEST GENERATION, LLC | Counterparty; DYNEGY NORTHEAST GENERATION, INC. | Counterparty; DYNEGY OPERATING COMPANY | Counterparty; DYNEGY POWER MARKETING, LLC | Counterparty; DYNEGY POWER, LLC | Counterparty; E*TRADE FINANCIAL CORPORATE SERVICES, INC. | Counterparty; ELIZABETH A. PARRELLA | Counterparty; ELLISON, SCHNEIDER & HARRIS L.L.P. | Counterparty; ENERGY INSURANCE MUTUAL | Counterparty; ENI | Counterparty; FARADAY SYNDICATE | Counterparty; FEDERAL INSURANCE COMPANY CHUBB GROUP OF INSURANCE COMPANIES | Counterparty; FEDERAL INSURANCE COMPANY | Counterparty; GENERAL SECURITY INDEMNITY COMPANY OF ARIZONA | Counterparty",95,Extracted parties and their roles as listed in the schedule; roles mostly indicated as Counterparty or null where not specified.
215f6054a66b53a99193d9ee5d1f8eae.txt,ISDA,95,"The document is a Schedule to the 2002 ISDA Master Agreement, indicating it is part of an ISDA Master Agreement.",2017-07-12,99,"The contract date is explicitly stated as July 12, 2017 in the document title.",,100,"No amendment date is mentioned; the document is a Schedule to the original agreement, not an amendment.",INITIAL,90,"The document is a Schedule to the 2002 ISDA Master Agreement dated July 12, 2017, indicating it is part of the initial contract documentation.",EXECUTED,85,"The document is presented as an executed Schedule to the Master Agreement, implying it is not a draft.","JPMorgan Chase Bank, N.A. | Party A; CMF Graham Capital Master Fund L.P. | Party B",98,Parties are clearly identified as Party A and Party B with their full legal names in the document.
2241af180696534ba7db80c610ae5aa4.txt,ISDA,95,"The document references an ISDA Master Agreement and related Interest Rate Swap, indicating the contract type is ISDA.",2006-01-06,90,"The ISDA Master Agreement between the parties is dated January 6, 2006, which is the main contract date.",,100,No amendment date is mentioned; the document is a statement under the existing ISDA Master Agreement.,INITIAL,90,The document refers to the original ISDA Master Agreement dated 2006 and does not indicate it is an amendment or restatement.,EXECUTED,90,"The document discusses executed terms and calculations under the ISDA Agreement, indicating the contract is executed.",Morgan Stanley Capital Services LLC | Party; Tiles Trust 2005-1 | Party,95,The parties named in the ISDA Master Agreement are Morgan Stanley Capital Services LLC and Tiles Trust 2005-1.
2357411a95215d8daa1c46f22f66d5d7.txt,SWAP,100,The document is titled 'SWAP MODIFICATION AGREEMENT' and refers to swap transactions under an ISDA Master Agreement.,2020-04-21,95,"The agreement is made on April 21, 2020 and effective as of March 31, 2020; the execution date is April 21, 2020.",,100,"This document is a modification agreement, not an amendment with a separate amendment date.",AMENDMENT,90,"The document is a modification agreement amending the ISDA Master Agreement, thus an amendment.",EXECUTED,90,"The document includes signatures and is dated, indicating execution.","Citizens Bank, N.A. | Party A; PHR TCI, LLC | Party B",100,"Parties are explicitly named as Citizens Bank, N.A. (Party A) and PHR TCI, LLC (Party B)."
240b8bed8e9a5512b289dbc1a19f4297.txt,GMRA,99,"The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' and references TBMA/ISMA 2000 version, indicating it is a Global Master Repurchase Agreement.",2011-07-21,98,"The agreement is dated as of July 21, 2011, which is the main contract date.",,100,No indication that this document is an amendment; it appears to be the initial agreement.,INITIAL,95,"The document is the original 2000 version agreement dated July 21, 2011, indicating it is the initial contract.",EXECUTED,90,"The document is dated and presented as a formal agreement between parties, indicating it is executed rather than draft.","JPMORGAN CHASE BANK, N.A., LONDON BRANCH | Party A; RACE STREET FUNDING LLC | Party B",99,Parties are explicitly named as 'Party A' and 'Party B' with their legal names in the introductory section.
24eca2091b785c938bddc1cbed26748d.txt,ISDA,99,Document is titled 'ISDA MASTER AGREEMENT' and references ISDA terms and schedule.,2010-08-18,99,"Contract date explicitly stated as 'dated as of August 18, 2010'.",,100,No indication this document is an amendment; it is the original master agreement.,INITIAL,98,"Document is the initial ISDA Master Agreement, not an amendment or restatement.",EXECUTED,90,"Document dated and parties have entered or anticipate entering transactions, indicating executed status.",ALLY AUTO RECEIVABLES TRUST 2010-3; THE ROYAL BANK OF SCOTLAND PLC,95,Parties named as ALLY AUTO RECEIVABLES TRUST 2010-3 and THE ROYAL BANK OF SCOTLAND PLC in the introductory paragraph.
24ee6bc974f45415b122da9c85a34c24.txt,GMRA,99,The document is titled 'GLOBAL MASTER REPURCHASE AGREEMENT' indicating it is a Global Master Repurchase Agreement.,2004-02-19,95,"The agreement is dated as of February 19, 2004, which is the main contract date.",,100,No indication that this document is an amendment; it appears to be the initial agreement.,INITIAL,95,"Document is the initial Global Master Repurchase Agreement dated 2004-02-19, no mention of amendment or restatement.",EXECUTED,90,"The document is presented as a finalized agreement with a specific date, indicating executed status rather than draft.",CITIGROUP GLOBAL MARKETS INC. AS AGENT FOR CITIGROUP GLOBAL MARKETS LIMITED | Seller; CAPITALSOURCE FINANCE LLC | Buyer,90,Parties are explicitly named as 'PARTY A' and 'PARTY B' with roles Seller and Buyer described in the applicability section.
26229cc9defb5f40a1666c9aaaaaa02d.txt,ISDA,100,"The document is titled '2002 MASTER AGREEMENT' by ISDA, indicating it is an ISDA Master Agreement.",2023-05-19,100,"The agreement is dated as of May 19, 2023, stated at the beginning of the document.",,100,"No indication that this document is an amendment; it is the original master agreement dated May 19, 2023.",INITIAL,100,"Document is the initial 2002 Master Agreement, not an amendment or restated version.",EXECUTED,90,"The document is dated and presented as an executed agreement, not a draft.","BANK OF MONTREAL; FUELCELL ENERGY OPCO FINANCE 1, LLC",90,"Parties named at the beginning are BANK OF MONTREAL and FUELCELL ENERGY OPCO FINANCE 1, LLC; roles are not explicitly stated."
287fb7a2e6395439aedd7834af1913ef.txt,ISDA,100,Document is titled '2002 ISDA Master Agreement' and references ISDA Master Agreement and Schedule.,2010-07-20,100,"Contract date explicitly stated as 'dated as of July 20, 2010'.",,100,No indication that this document is an amendment; it is the original 2002 Master Agreement.,INITIAL,100,"Document is the initial 2002 Master Agreement, not an amendment or restated version.",EXECUTED,90,"Document includes signature blocks with dates, indicating executed status.","HSBC BANK USA, NATIONAL ASSOCIATION; CINEDIGM DIGITAL FUNDING I LLC",90,Parties named explicitly; roles not specified in text.
28883c0bf0a658a6b3f8b741a18178a7.txt,ISDA,95,"The document is an amendment to an ISDA Master Agreement, explicitly mentioned in the title and text.",2009-04-06,98,"The amendment is made as of April 6, 2009, stated as the Effective Date.",2009-04-06,98,"This is the date of the amendment, explicitly stated as the Effective Date of the amendment.",AMENDMENT,99,The document is titled 'First Amendment to ISDA Master Agreement' indicating it is an amendment.,EXECUTED,90,The document includes executed signatures indicating it is an executed agreement.,"GMAC BANK | Seller; GMAC MORTGAGE, LLC | Purchaser",95,Parties are clearly identified with roles as Seller and Purchaser in the signature block.
